,candidateId,market,ministry,hospital,unit,room,flexId,blockName,releaseDays,type,dow,wom1,wom2,wom3,wom4,wom5,start_time,end_time,name,start_date,end_date,state,blockDate,releaseDate,releaseStatus,autorelease,manualRelease
25,4267759-268351707,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 05,420009,"OR Kurtz, William BH JRI",11.0,,2,2,4.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
217,4267568-268063116,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 06,485001,"OR Ferguson MD, Tania A  BH JRI",11.0,,2,2,3.0,4.0,5.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T17:00:00.000Z,,2023-04-10T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
19,4266135-267537167,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 07,557001,"OR Carpenter, William STM JRI",11.0,,2,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
118,4266288-267700651,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 08,557001,"OR Carpenter, William STM JRI",11.0,,2,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
42,4266418-267703900,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 09,653009,"OR Crook, Paul BH JRI",11.0,,2.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T13:00:00.000Z,2023-05-26T17:00:00.000Z,,2023-06-05T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
51,4266425-267703906,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 09,420023,"OR Tompkins, Tommy BH JRI",11.0,,2,4,-1.0,-1.0,-1.0,-1.0,2023-04-14T07:30:00.000Z,2023-04-14T13:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
522,4261701-265423363,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 01,681009,OR Elite Spine STM OR,11.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-03-20T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
480,4211614-246010828,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 02,575001,"OR Parker, Scott BH OR",11.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T08:30:00.000Z,2023-05-26T17:00:00.000Z,,2022-08-30T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
503,4201537-242296271,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 03,575001,"OR Parker, Scott BH OR",11.0,,2.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2022-08-27T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
494,4201696-242434298,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 04,535005,OR Howell-Allen Clinic STM OR,11.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2022-08-27T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
520,4261563-264368937,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 05,681009,OR Elite Spine STM OR,11.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-03-13T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
539,4263999-266714148,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 06,687025,"OR Frexes-Steed, Maria STM ST OR",7.0,,2.0,2.0,4.0,5.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T12:00:00.000Z,,2023-03-25T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-18,False,False,False
460,4213483-246858103,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 07,663019,OR Urology STM ST OR,0.0,,2.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:30:00.000Z,,2022-08-28T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-25,False,False,False
549,4264013-266721161,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 10,687017,"OR Rosen DO, Marc STM ST OR",0.0,,2.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:30:00.000Z,,2023-03-25T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-25,False,False,False
640,4271406-272422152,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 12,687013,"OR Lynch, George STM ST OR",11.0,,2.0,1.0,3.0,4.0,5.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
638,4271409-272424124,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 14,687013,"OR Lynch, George STM ST OR",11.0,,2.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T12:00:00.000Z,,2023-05-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
581,4270499-270656936,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 15,693009,OR ROBOT ALL STM ST OR,0.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T12:00:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-25,False,False,False
428,4269914-270432759,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 16,479003,OR STMP GYNONC STM,4.0,,2.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-21,False,False,False
384,4269892-270431784,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 17,479003,OR STMP GYNONC STM,4.0,,2.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-21,False,False,False
350,4269887-270432590,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 18,687045,"OR Mascarenhas, Christopher STM ST OR",4.0,,2.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-21,False,False,False
543,4264022-266754603,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR Hybrid,112065,OR Vascular 1 BH,4.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:30:00.000Z,,2023-03-25T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-21,False,False,False
270,4268564-269344810,TENNESSEE,TNNAS,1137984,MT OR,MT Cysto,125007,OR MTUS MT,7.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-18,False,False,False
260,4268436-269178687,TENNESSEE,TNNAS,1137984,MT OR,MT OR 01,438001,"OR Houck MD, Ward V MT OR",1.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-24,False,False,False
219,4263825-266456587,TENNESSEE,TNNAS,1137984,MT OR,MT OR 02,687011,"OR Shirzadi MD, Ali Swing Room STR",7.0,,2.0,2.0,4.0,5.0,-1.0,-1.0,2023-05-26T13:00:00.000Z,2023-05-26T17:00:00.000Z,,2023-03-23T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-18,False,False,False
250,4268446-269180538,TENNESSEE,TNNAS,1137984,MT OR,MT OR 02,123005,"OR Hazley, Andrew MT",5.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T13:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-20,False,False,False
248,4268456-269181222,TENNESSEE,TNNAS,1137984,MT OR,MT OR 03,647009,OR MSS VASCULAR,1.0,,2.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-24,False,False,False
266,4268542-269318820,TENNESSEE,TNNAS,1137984,MT OR,MT OR 04,123003,"OR Akins, Mark MT",5.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-20,False,False,False
251,4268054-268949705,TENNESSEE,TNNAS,1137984,MT OR,MT OR 05,675009,OR Cardiac STR,0.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-25,False,False,False
263,4268370-269166424,TENNESSEE,TNNAS,1137984,MT OR,MT OR 06,675009,OR Cardiac STR,0.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-25,False,False,False
276,4268574-269348498,TENNESSEE,TNNAS,1137984,MT OR,MT OR 08,464001,"OR Stewart, Greg MT OR",7.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T12:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-18,False,False,False
269,4268593-269350921,TENNESSEE,TNNAS,1137984,MT OR,MT OR 09,523001,"OR Manwaring, Mark MT OR",5.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-20,False,False,False
267,4268615-269352937,TENNESSEE,TNNAS,1137984,MT OR,MT OR 10,675017,"OR Eli, Ilyas M STR",7.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-18,False,False,False
316,4268669-269389240,TENNESSEE,TNNAS,1137984,MT OR,MT OR 14,591011,OR Robot MMC Gyn MT,5.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-20,False,False,False
275,4268684-269399536,TENNESSEE,TNNAS,1137984,MT OR,MT OR 15,677009,"OR Merriman, Amanda STR OR Robot",5.0,,2,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-20,False,False,False
302,4268782-269434691,TENNESSEE,TNNAS,1137984,MT OR,MT OR 16,645009,OR Eli/Shirzadi MT,7.0,,2,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-18,False,False,False
201,4267812-268424821,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 02,420019,"OR Raab, Gregory BH JRI",9.0,,3.0,1.0,2.0,3.0,4.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
149,4267820-268427022,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 03,420019,"OR Raab, Gregory BH JRI",9.0,,3,1,2.0,3.0,4.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
93,4265857-267526687,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 04,418001,"OR Smith, Stuart BH JRI",9.0,,3,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
171,4265923-267529293,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 05,418001,"OR Smith, Stuart BH JRI",9.0,,3,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T15:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
652,4273901-273415564,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 06,587003,"OR Downs, Brandon BH JRI",9.0,,3,4,-1.0,-1.0,-1.0,-1.0,2023-05-27T07:00:00.000Z,2023-05-27T13:00:00.000Z,,2023-06-05T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
653,4273902-273415566,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 06,420007,"OR Haslam, Jason BH JRI",9.0,,3,4,-1.0,-1.0,-1.0,-1.0,2023-05-27T13:00:00.000Z,2023-05-27T16:00:00.000Z,,2023-06-05T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
658,4277564-275024028,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 07,452002,OR Herring & Yu STM JRI,9.0,,3,4,-1.0,-1.0,-1.0,-1.0,2023-06-14T12:30:00.000Z,2023-06-14T15:30:00.000Z,,2023-07-03T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
659,4277563-275024026,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 07,587003,"OR Downs, Brandon BH JRI",9.0,,3,4,-1.0,-1.0,-1.0,-1.0,2023-06-14T08:00:00.000Z,2023-06-14T12:30:00.000Z,,2023-07-03T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
154,4137435-222327100,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 08,440001,"OR Willis, Matthew P BH JRI",1.0,,3.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T12:00:00.000Z,,2023-04-10T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-25,False,False,False
94,4139518-223583044,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 09,440001,"OR Willis, Matthew P BH JRI",1.0,,3,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T09:00:00.000Z,2023-05-26T11:00:00.000Z,,2022-01-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-25,False,False,False
101,4139519-223583046,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 09,334001,"OR Haslam, Jason BH",9.0,,3,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T12:30:00.000Z,2023-05-26T16:00:00.000Z,,2022-01-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
521,4261573-264371724,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 01,681009,OR Elite Spine STM OR,9.0,,3,2,4.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T17:00:00.000Z,,2023-03-13T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
519,4261568-264370052,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 02,681009,OR Elite Spine STM OR,9.0,,3,2,4.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T17:00:00.000Z,,2023-03-13T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
498,4231570-253007267,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 03,253001,"OR O'Shaughnessy, Brian A BH OR",9.0,,3.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T17:00:00.000Z,,2022-11-21T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
464,4201764-242446648,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 04,253001,"OR O'Shaughnessy, Brian A BH OR",9.0,,3.0,2.0,4.0,-1.0,-1.0,-1.0,2023-05-26T12:00:00.000Z,2023-05-26T17:00:00.000Z,,2022-08-27T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
462,4231595-253010479,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 05,535003,"OR Snowden, Ryan STM OR",9.0,,3,1,2.0,3.0,4.0,5.0,2023-05-26T08:00:00.000Z,2023-05-26T17:00:00.000Z,,2022-11-21T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
454,4211591-245706973,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 07,663019,OR Urology STM ST OR,0.0,,3.0,2.0,4.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T15:30:00.000Z,,2022-08-30T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-26,False,False,False
512,4201716-242436671,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 08,112031,"OR McCord, David BH",9.0,,3.0,2.0,4.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T17:00:00.000Z,,2022-08-30T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
515,4259612-263916837,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 09,679009,"OR McCord, David STM ST OR",9.0,,3,2,4.0,-1.0,-1.0,-1.0,2023-05-26T08:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-03-08T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-17,False,False,False
565,4267844-268486404,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 10,687017,"OR Rosen DO, Marc STM ST OR",0.0,,3,2,4.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T15:30:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-26,False,False,False
617,4270815-271194739,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 15,689009,"OR Jayram, Gautam STM ST OR",2.0,,3.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-08T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-24,False,False,False
375,4270009-270523492,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 16,663023,"OR Iwelu MD, Chibuzor STM ST",14.0,,3,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T12:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-12,False,False,False
381,4270014-270523900,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 16,685009,OR UROLOGY ASSOCIATES STM ST OR,14.0,,3,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T12:00:00.000Z,2023-05-26T15:30:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-12,False,False,False
423,4270019-270524336,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 17,689013,"OR Swan, Michael Charles STM ST OR",14.0,,3,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-08T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-12,False,False,False
579,4270511-270658391,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 18,693009,OR ROBOT ALL STM ST OR,0.0,,3,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-26,False,False,False
554,4264032-266757192,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR Hybrid,112065,OR Vascular 1 BH,2.0,,3.0,2.0,4.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T15:30:00.000Z,,2023-03-25T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-24,False,False,False
308,4268870-269459539,TENNESSEE,TNNAS,1137984,MT OR,MT Cysto,125007,OR MTUS MT,7.0,,3,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-19,False,False,False
322,4269742-270098238,TENNESSEE,TNNAS,1137984,MT OR,MT OR 01,199005,"OR Rich, Stephen A MT",5.0,,3,2,4.0,5.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-04-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-21,False,False,False
287,4268814-269440711,TENNESSEE,TNNAS,1137984,MT OR,MT OR 02,675013,"OR Rampp, Nadine STR",5.0,,3.0,1.0,2.0,3.0,4.0,5.0,2023-05-30T07:15:00.000Z,2023-05-30T17:00:00.000Z,,2023-05-31T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-21,False,False,False
289,4268845-269452707,TENNESSEE,TNNAS,1137984,MT OR,MT OR 03,631021,OR Bensley/Gowda MT,1.0,,3,1,2.0,3.0,4.0,5.0,2023-05-26T07:45:00.000Z,2023-05-26T15:45:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-25,False,False,False
304,4268855-269458343,TENNESSEE,TNNAS,1137984,MT OR,MT OR 04,523003,"OR Keith, Lindsay MT OR",5.0,,3,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-21,False,False,False
249,4268062-268951297,TENNESSEE,TNNAS,1137984,MT OR,MT OR 05,675009,OR Cardiac STR,0.0,,3,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-26,False,False,False
265,4268374-269166484,TENNESSEE,TNNAS,1137984,MT OR,MT OR 06,675009,OR Cardiac STR,0.0,,3,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-26,False,False,False
237,4255620-262761847,TENNESSEE,TNNAS,1137984,MT OR,MT OR 08,647011,"OR Merrell, Tracy A STR",7.0,,3,1,2.0,3.0,4.0,5.0,2023-05-26T13:00:00.000Z,2023-05-26T17:00:00.000Z,,2023-02-20T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-19,False,False,False
303,4268875-269459634,TENNESSEE,TNNAS,1137984,MT OR,MT OR 08,125001,OR GYN 1 MT,7.0,,3,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T13:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-19,False,False,False
315,4268885-269460001,TENNESSEE,TNNAS,1137984,MT OR,MT OR 09,104005,OR ORTHO 1 MT,0.0,,3,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-26,False,False,False
284,4268893-269460447,TENNESSEE,TNNAS,1137984,MT OR,MT OR 10,611009,"OR Lien, George MT",7.0,,3,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:45:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-19,False,False,False
291,4268903-269462245,TENNESSEE,TNNAS,1137984,MT OR,MT OR 11,549009,"OR Routh, Lucas STR OR",14.0,,3,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-12,False,False,False
292,4268913-269462835,TENNESSEE,TNNAS,1137984,MT OR,MT OR 12,549009,"OR Routh, Lucas STR OR",14.0,,3,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-12,False,False,False
312,4268923-269463484,TENNESSEE,TNNAS,1137984,MT OR,MT OR 14,197007,OR Robot Urology MT,5.0,,3,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-26,2023-07-21,False,False,False
